fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
3304755;São Francisco de Itabapoana;2016;4;2016m04;Interior;2;0;0;2;0;2;3;12;1;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;1;3;3;0;0;0;2;17;22;0;0;0;2;4;2;2;0;1;8;0;0;0;13;0;1;0;0;0;88;3
3304805;São Fidélis;2016;4;2016m04;Interior;0;0;0;0;0;0;0;10;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;15;20;0;0;0;4;6;5;1;0;0;6;0;3;0;4;0;0;0;0;0;85;3
3304904;São Gonçalo;2016;4;2016m04;Grande Niterói;33;0;0;33;12;45;19;276;16;12;179;720;102;64;886;353;67;56;6;0;0;0;3;0;102;1473;114;102;22;26;2;228;494;0;6;0;113;102;14;83;6;234;200;60;63;5;317;20;1;0;0;0;3751;3
3305000;São João da Barra;2016;4;2016m04;Interior;3;0;0;3;0;3;3;14;0;4;4;1;0;0;1;0;0;1;0;0;0;0;0;0;0;2;5;1;0;0;1;19;26;0;1;0;5;5;1;2;2;2;5;0;1;0;8;0;1;0;0;0;89;3
3305109;São João de Meriti;2016;4;2016m04;Baixada Fluminense;19;0;2;21;3;24;18;140;12;3;60;306;75;39;420;188;57;13;5;0;0;0;0;0;34;718;45;27;8;18;0;88;185;0;0;0;59;40;1;39;1;116;72;31;20;1;113;14;0;0;0;0;1667;3
3305133;São José de Ubá;2016;4;2016m04;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2016;4;2016m04;Interior;0;0;0;0;0;0;0;2;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;0;0;0;1;4;3;0;1;0;1;0;0;0;3;0;0;0;0;0;35;3
3305208;São Pedro da Aldeia;2016;4;2016m04;Interior;4;0;0;4;0;4;0;25;0;1;25;11;0;0;11;4;1;1;2;0;0;0;0;0;2;21;5;4;0;4;1;26;40;0;1;0;5;25;13;11;3;3;11;4;12;0;21;0;0;0;0;0;219;3
3305307;São Sebastião do Alto;2016;4;2016m04;Interior;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;19;3
3305406;Sapucaia;2016;4;2016m04;Interior;0;0;0;0;0;0;0;9;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9;9;0;0;0;0;9;7;2;0;0;4;0;1;0;8;0;0;0;0;0;51;3
3305505;Saquarema;2016;4;2016m04;Interior;2;0;1;3;0;3;4;32;2;0;15;4;3;0;7;2;0;1;0;0;0;0;0;0;3;13;7;1;2;2;0;50;62;0;0;0;6;6;4;2;0;5;12;2;7;0;29;2;0;0;0;0;218;3
3305554;Seropédica;2016;4;2016m04;Baixada Fluminense;4;0;0;4;0;4;4;25;1;2;27;20;2;0;22;10;11;4;0;0;0;0;1;0;9;57;9;2;1;3;0;18;33;0;0;0;7;21;4;17;0;6;30;8;38;0;24;5;0;0;0;0;265;3
3305604;Silva Jardim;2016;4;2016m04;Interior;0;0;0;0;0;0;2;12;0;1;7;0;0;1;1;1;1;0;0;0;0;0;0;0;0;3;3;0;0;2;1;11;17;0;0;0;1;1;0;1;0;1;2;1;1;0;5;0;0;0;0;0;50;3
3305703;Sumidouro;2016;4;2016m04;Interior;0;0;0;0;0;0;0;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;1;1;0;0;0;4;0;0;0;0;0;20;3
3305752;Tanguá;2016;4;2016m04;Interior;1;0;0;1;0;1;0;12;0;1;2;7;2;1;10;1;0;1;0;0;0;0;0;0;0;12;1;2;0;0;2;5;10;0;0;0;1;3;0;3;0;6;2;2;1;1;10;2;0;0;0;0;77;3
3305802;Teresópolis;2016;4;2016m04;Interior;2;0;1;3;0;3;5;67;9;5;29;10;1;0;11;1;0;3;3;0;0;0;0;0;2;20;17;15;3;5;1;68;109;0;2;0;21;35;15;21;3;7;47;8;23;1;81;1;2;0;0;0;566;3
3305901;Trajano de Moraes;2016;4;2016m04;Interior;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18;3
3306008;Três Rios;2016;4;2016m04;Interior;2;0;0;2;0;2;5;56;2;1;22;2;1;0;3;0;0;2;2;0;0;0;0;0;0;7;11;3;0;5;1;41;61;0;0;0;11;44;28;16;0;7;37;7;14;2;99;1;0;0;0;0;399;3
3306107;Valença;2016;4;2016m04;Interior;1;0;0;1;0;1;1;20;1;0;7;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;2;1;0;5;0;17;25;0;0;0;6;26;16;10;0;1;22;0;1;0;35;1;1;0;0;0;141;3
3306156;Varre-Sai;2016;4;2016m04;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2016;4;2016m04;Interior;1;0;0;1;0;1;0;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;9;14;0;0;0;2;4;2;3;0;1;2;0;3;0;18;0;0;0;0;0;79;3
3306305;Volta Redonda;2016;4;2016m04;Interior;6;0;0;6;0;6;7;95;5;3;25;37;9;2;48;7;2;15;0;0;0;1;0;0;5;78;21;35;3;78;0;144;281;0;1;0;45;37;9;22;6;4;35;19;16;2;83;5;2;0;0;0;821;3
3300100;Angra dos Reis;2016;5;2016m05;Interior;5;0;0;5;1;6;10;76;3;1;8;21;8;3;32;19;1;9;2;0;1;0;0;0;9;73;7;3;0;7;0;47;64;0;0;0;12;33;11;19;4;9;36;6;27;0;58;9;1;0;0;0;455;3
3300159;Aperibé;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2016;5;2016m05;Interior;8;0;1;9;0;9;3;45;3;2;41;18;5;1;24;3;1;6;2;0;0;0;0;0;5;41;22;3;1;10;0;87;123;0;1;0;23;19;7;10;4;13;32;4;8;0;69;2;0;0;0;0;446;3
3300225;Areal;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2016;5;2016m05;Interior;0;0;0;0;0;0;1;11;0;0;2;8;0;0;8;0;0;1;0;0;0;0;0;0;8;10;4;0;0;3;0;39;53;0;2;0;13;5;2;3;0;3;10;2;9;0;19;0;0;0;0;0;196;3
3300258;Arraial do Cabo;2016;5;2016m05;Interior;1;0;0;1;0;1;4;18;4;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;3;5;0;0;0;1;1;21;25;0;3;0;1;21;17;3;1;0;7;1;6;0;23;0;0;0;0;0;146;3
3300308;Barra do Piraí;2016;5;2016m05;Interior;1;0;0;1;0;1;4;64;2;0;5;2;1;0;3;0;0;0;0;0;0;0;0;0;1;4;2;1;0;1;3;25;32;0;0;0;14;30;11;19;0;4;22;4;6;1;50;0;0;0;0;0;236;3
3300407;Barra Mansa;2016;5;2016m05;Interior;5;0;0;5;0;5;9;78;1;0;10;8;4;4;16;1;3;9;0;0;0;0;0;0;4;33;11;14;1;8;0;67;101;0;3;0;14;29;6;21;2;8;35;8;23;2;56;0;0;1;0;0;424;3
3300456;Belford Roxo;2016;5;2016m05;Baixada Fluminense;13;0;0;13;7;20;9;113;12;0;39;191;23;23;237;71;25;16;3;0;0;0;2;0;25;379;28;21;3;4;2;71;129;0;0;0;44;30;0;28;3;96;59;17;38;3;79;13;0;0;1;0;1125;3
3300506;Bom Jardim;2016;5;2016m05;Interior;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;5;0;1;0;4;1;1;0;0;0;0;0;9;0;5;0;0;0;0;0;39;3
3300605;Bom Jesus do Itabapoana;2016;5;2016m05;Interior;0;0;0;0;0;0;0;19;4;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;2;4;2;0;0;5;4;11;22;0;0;0;6;7;2;5;1;3;10;0;1;0;23;1;1;0;0;0;116;3
3300704;Cabo Frio;2016;5;2016m05;Interior;4;0;0;4;1;5;16;51;14;5;35;37;6;5;48;9;1;3;1;0;0;0;1;0;12;76;26;21;0;10;0;102;158;0;2;0;44;81;10;64;10;16;84;41;18;1;83;3;0;2;0;0;765;3
3300803;Cachoeiras de Macacu;2016;5;2016m05;Interior;1;0;0;1;0;1;2;17;2;2;10;4;1;1;6;0;0;4;2;0;0;0;0;0;0;12;0;3;0;1;0;20;24;0;0;0;7;7;3;4;0;1;9;2;3;0;14;0;0;0;0;0;147;3
3300902;Cambuci;2016;5;2016m05;Interior;0;0;0;0;0;0;0;10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;0;4;2;1;1;0;0;3;0;0;0;6;0;0;0;0;0;35;3
3300936;Carapebus;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2016;5;2016m05;Interior;25;0;0;25;1;26;30;92;6;8;48;95;16;3;114;16;6;15;1;0;0;0;0;0;27;179;27;52;16;20;5;159;279;0;3;0;62;98;19;62;18;25;173;49;38;3;89;9;2;0;0;0;1232;3
3301108;Cantagalo;2016;5;2016m05;Interior;0;0;0;0;0;0;0;14;1;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;6;0;0;0;1;6;5;0;1;2;0;0;2;0;7;0;0;0;0;0;51;3
3301157;Cardoso Moreira;2016;5;2016m05;Interior;0;0;0;0;0;0;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;6;0;0;0;1;3;1;1;1;0;2;1;0;0;14;0;1;0;0;0;53;3
3301207;Carmo;2016;5;2016m05;Interior;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;4;5;0;0;0;0;4;2;0;2;0;0;0;0;0;7;0;0;0;0;0;56;3
3301306;Casimiro de Abreu;2016;5;2016m05;Interior;1;0;0;1;0;1;1;11;0;0;3;6;1;1;8;2;1;2;1;0;0;0;0;0;2;16;3;1;2;1;0;13;20;0;0;0;7;30;25;4;1;2;13;0;4;1;13;1;0;0;0;0;139;3
3301405;Conceição de Macabu;2016;5;2016m05;Interior;0;0;0;0;0;0;5;6;0;0;5;3;1;0;4;0;0;2;0;0;0;0;0;0;2;8;2;1;0;1;0;4;8;0;0;0;1;4;1;3;0;0;9;3;0;0;9;0;0;0;0;0;61;3
3301504;Cordeiro;2016;5;2016m05;Interior;0;0;0;0;0;0;1;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;7;10;0;0;0;6;8;7;1;0;2;3;0;4;0;10;0;0;0;0;0;77;3
3301603;Duas Barras;2016;5;2016m05;Interior;0;0;0;0;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;9;0;0;0;1;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;42;3
3301702;Duque de Caxias;2016;5;2016m05;Baixada Fluminense;29;0;0;29;1;30;39;237;26;2;119;529;96;163;788;240;103;22;6;0;0;0;2;0;101;1262;89;101;23;33;3;237;486;0;5;1;147;76;6;64;6;184;158;42;62;1;221;15;2;0;0;0;3304;3
3301801;Engenheiro Paulo de Frontin;2016;5;2016m05;Interior;0;0;0;0;0;0;0;9;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;6;8;5;2;1;0;4;0;1;0;6;0;0;0;0;0;43;3
3301850;Guapimirim;2016;5;2016m05;Baixada Fluminense;1;0;0;1;0;1;1;20;1;0;16;17;2;0;19;9;2;1;0;0;0;0;0;0;2;33;3;3;0;1;3;16;26;0;0;0;5;3;0;3;0;6;7;3;11;0;15;3;0;0;0;0;164;3
3301876;Iguaba Grande;2016;5;2016m05;Interior;0;0;0;0;0;0;0;9;0;0;8;2;1;0;3;3;0;1;1;0;0;0;1;0;1;10;4;1;0;3;2;12;22;0;0;0;1;3;2;1;0;3;2;0;2;1;6;0;0;0;0;0;84;3
3301900;Itaboraí;2016;5;2016m05;Interior;10;0;0;10;1;11;6;63;7;10;29;91;15;49;155;22;6;11;1;0;0;0;2;0;10;207;21;17;5;4;4;83;134;0;2;0;22;44;5;38;2;35;70;18;12;0;58;10;1;0;0;0;745;3
3302007;Itaguaí;2016;5;2016m05;Baixada Fluminense;3;0;0;3;0;3;4;38;7;7;24;20;8;2;30;19;3;5;1;0;0;0;0;0;34;92;20;17;0;4;2;49;92;0;0;0;23;8;0;6;2;31;27;7;11;0;32;1;0;0;0;0;412;3
3302056;Italva;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2016;5;2016m05;Interior;0;0;0;0;0;0;1;3;0;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;13;17;0;0;0;1;14;6;6;2;2;10;2;0;1;15;0;0;0;0;0;86;3
3302205;Itaperuna;2016;5;2016m05;Interior;0;0;0;0;0;0;6;57;0;0;23;0;1;0;1;0;0;1;1;0;0;0;0;0;1;4;3;8;1;14;4;34;64;0;0;0;8;42;28;18;0;3;41;8;9;0;64;2;0;0;0;0;334;3
3302254;Itatiaia;2016;5;2016m05;Interior;0;0;0;0;0;0;1;10;2;0;2;3;0;1;4;0;0;2;0;0;0;0;0;0;3;9;0;1;0;4;1;18;24;0;0;0;3;21;16;5;0;4;11;1;4;2;24;0;0;0;0;0;125;3
3302270;Japeri;2016;5;2016m05;Baixada Fluminense;5;0;0;5;1;6;1;32;2;0;11;27;3;0;30;1;4;3;2;0;0;0;0;0;8;48;7;4;1;2;0;14;28;0;0;0;4;19;2;12;5;8;13;6;55;1;26;2;0;0;0;0;291;3
3302304;Laje do Muriaé;2016;5;2016m05;Interior;0;0;0;0;0;0;0;9;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;3;0;0;0;0;2;2;1;0;0;0;0;0;0;5;0;1;0;0;0;28;3
3302403;Macaé;2016;5;2016m05;Interior;8;0;0;8;1;9;3;54;6;0;43;109;19;3;131;17;2;9;2;0;0;0;2;1;25;189;12;25;2;30;1;119;189;0;0;0;49;42;3;31;8;10;59;13;11;0;52;2;0;0;0;0;823;3
3302452;Macuco;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2016;5;2016m05;Baixada Fluminense;8;0;0;8;2;10;16;93;4;0;42;65;16;11;92;33;2;7;4;0;0;0;0;0;17;155;25;18;2;6;8;74;133;0;0;0;27;29;2;23;4;31;45;14;16;2;87;8;1;0;0;0;747;3
3302601;Mangaratiba;2016;5;2016m05;Interior;1;0;0;1;0;1;1;17;0;0;13;1;1;1;3;6;0;0;0;0;0;0;0;0;1;10;11;0;0;4;0;17;32;0;0;0;2;8;3;4;1;0;10;0;2;0;13;0;0;0;0;0;120;3
3302700;Maricá;2016;5;2016m05;Grande Niterói;3;0;0;3;0;3;5;54;1;4;43;43;10;1;54;16;1;2;1;0;0;0;0;0;0;74;31;20;3;11;0;81;146;0;0;0;30;13;3;8;2;17;16;3;10;0;62;4;1;1;0;0;594;3
3302809;Mendes;2016;5;2016m05;Interior;0;0;0;0;1;1;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;34;3
3302858;Mesquita;2016;5;2016m05;Baixada Fluminense;3;0;1;4;1;5;9;59;6;1;25;120;17;8;145;59;13;6;1;0;0;0;1;0;14;239;30;46;2;10;1;43;132;0;0;0;17;20;0;20;0;43;33;17;59;0;53;3;0;0;0;0;776;3
3302908;Miguel Pereira;2016;5;2016m05;Interior;2;0;0;2;0;2;0;28;0;0;21;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;5;8;0;14;0;27;56;0;0;0;3;10;6;3;1;1;9;0;15;0;21;2;1;0;0;0;203;3
3303005;Miracema;2016;5;2016m05;Interior;0;0;0;0;0;0;1;18;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;2;8;13;0;0;0;2;12;9;3;0;0;2;1;1;0;12;0;1;1;0;0;84;3
3303104;Natividade;2016;5;2016m05;Interior;0;0;0;0;0;0;1;21;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;6;10;0;2;0;0;10;8;3;0;1;7;0;0;0;8;0;0;0;0;0;75;3
3303203;Nilópolis;2016;5;2016m05;Baixada Fluminense;4;0;0;4;0;4;5;49;1;1;11;117;19;4;140;79;21;8;1;0;0;0;2;0;22;273;23;25;4;6;2;49;109;0;1;0;42;2;0;2;0;26;15;4;9;0;47;8;0;0;0;0;658;3
3303302;Niterói;2016;5;2016m05;Grande Niterói;11;0;0;11;10;21;5;183;11;5;133;297;47;43;387;128;5;30;5;0;0;0;1;0;64;619;75;125;23;62;18;295;599;0;16;1;135;51;6;42;3;104;106;23;95;6;138;7;1;0;0;0;2425;3
3303401;Nova Friburgo;2016;5;2016m05;Interior;1;0;0;1;0;1;2;80;2;2;20;6;0;0;6;0;1;4;0;0;0;0;1;0;2;14;7;7;1;12;3;61;91;0;1;1;20;26;6;18;2;2;41;13;18;1;98;0;0;0;0;0;523;3
3303500;Nova Iguaçu;2016;5;2016m05;Baixada Fluminense;31;0;4;35;0;35;18;217;32;4;155;587;126;38;751;240;42;40;1;0;0;0;6;0;83;1163;105;100;23;64;1;292;585;0;8;0;128;33;5;26;2;107;92;30;88;0;242;24;0;0;1;0;3228;3
3303609;Paracambi;2016;5;2016m05;Baixada Fluminense;0;0;0;0;0;0;4;21;0;1;6;4;2;0;6;3;2;1;0;0;0;0;0;0;6;18;2;2;2;4;3;11;24;0;2;0;2;15;5;8;2;1;15;2;17;0;21;2;0;0;0;0;156;3
3303708;Paraíba do Sul;2016;5;2016m05;Interior;0;0;0;0;0;0;0;13;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;8;12;0;0;0;1;10;8;2;0;1;7;0;3;0;13;0;1;0;0;0;78;3
3303807;Paraty;2016;5;2016m05;Interior;1;0;0;1;0;1;0;16;1;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;1;0;3;0;14;21;0;0;0;6;14;10;4;0;3;9;0;4;2;17;0;0;0;0;0;154;3
3303856;Paty do Alferes;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2016;5;2016m05;Interior;3;1;1;5;0;5;2;101;5;2;29;5;0;2;7;2;1;0;1;0;0;0;0;0;14;25;19;17;7;8;0;105;156;0;0;0;28;55;21;29;5;11;49;9;45;3;117;5;0;0;0;0;760;3
3303955;Pinheiral;2016;5;2016m05;Interior;0;0;0;0;0;0;0;23;1;0;1;2;0;0;2;1;0;3;0;0;0;0;0;0;0;6;0;0;1;1;0;7;9;0;0;0;4;5;5;0;0;0;5;0;3;0;23;1;0;0;0;0;89;3
3304003;Piraí;2016;5;2016m05;Interior;0;0;0;0;0;0;0;13;4;1;4;0;1;0;1;2;2;0;0;0;0;0;0;0;3;8;0;1;0;1;0;17;19;0;0;0;1;9;3;6;0;3;9;1;10;0;9;1;0;0;0;0;97;3
3304102;Porciúncula;2016;5;2016m05;Interior;0;0;0;0;0;0;0;12;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;5;5;14;24;0;0;0;6;12;8;4;0;2;3;1;2;0;21;0;0;0;0;0;88;3
3304110;Porto Real;2016;5;2016m05;Interior;2;0;0;2;0;2;1;9;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5;0;0;0;0;19;24;0;0;0;1;10;2;8;0;2;6;3;6;0;10;0;0;0;0;0;88;3
3304128;Quatis;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2016;5;2016m05;Baixada Fluminense;10;0;0;10;1;11;10;79;3;3;20;70;15;3;88;29;9;8;0;0;0;0;1;0;4;139;3;13;3;6;2;43;70;0;1;0;27;24;4;18;2;7;27;4;44;0;62;14;0;0;0;0;614;3
3304151;Quissamã;2016;5;2016m05;Interior;0;0;0;0;0;0;5;18;2;0;4;1;0;0;1;1;0;0;0;0;0;0;0;0;3;5;0;1;0;1;0;14;16;0;1;0;3;3;0;1;2;0;3;2;4;0;17;0;0;0;0;0;84;3
3304201;Resende;2016;5;2016m05;Interior;2;0;0;2;0;2;0;48;1;0;12;11;1;1;13;2;0;4;1;0;0;0;0;0;0;20;5;4;3;10;2;49;73;0;5;0;20;20;7;13;1;2;34;7;12;1;49;1;0;0;0;0;356;3
3304300;Rio Bonito;2016;5;2016m05;Interior;0;0;0;0;0;0;0;18;1;5;14;5;0;0;5;2;2;2;0;0;0;0;0;0;1;12;11;6;0;3;0;19;39;0;0;0;7;12;8;2;2;4;9;0;14;0;10;1;1;0;0;0;152;3
3304409;Rio Claro;2016;5;2016m05;Interior;0;0;0;0;0;0;0;5;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;5;7;0;0;0;0;3;2;1;0;0;3;1;0;0;8;0;0;0;0;0;40;3
3304508;Rio das Flores;2016;5;2016m05;Interior;0;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;28;3
3304524;Rio das Ostras;2016;5;2016m05;Interior;7;0;0;7;1;8;7;56;8;2;41;55;15;1;71;13;0;3;1;0;0;0;0;0;1;89;13;15;2;8;3;72;113;0;3;0;23;26;7;20;1;11;40;13;6;0;68;1;0;0;0;0;553;3
3304557;Rio de Janeiro;2016;5;2016m05;Capital;106;2;2;110;40;150;194;2000;115;42;1281;3699;735;505;4939;1598;336;258;37;0;1;3;40;13;1127;8240;616;1336;666;792;93;3769;7384;0;64;4;1945;579;234;283;69;1177;1028;304;411;59;1799;230;14;0;3;1;30952;3
3304607;Santa Maria Madalena;2016;5;2016m05;Interior;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;2;3;0;0;0;1;2;0;1;1;0;3;0;1;0;1;0;0;0;0;0;23;3
3304706;Santo Antônio de Pádua;2016;5;2016m05;Interior;0;0;0;0;0;0;3;16;1;0;8;1;0;0;1;0;1;0;0;0;0;0;0;0;1;3;5;1;0;1;2;15;24;0;1;0;4;16;11;4;1;2;13;2;8;0;15;1;0;0;0;0;150;3
3304755;São Francisco de Itabapoana;2016;5;2016m05;Interior;3;0;0;3;0;3;0;14;1;0;6;1;0;0;1;0;0;1;0;0;0;0;0;0;0;2;4;1;0;0;0;15;20;0;0;0;0;3;1;0;2;1;4;0;1;0;12;0;0;0;0;0;87;3
3304805;São Fidélis;2016;5;2016m05;Interior;0;0;0;0;0;0;0;11;2;0;7;0;0;2;2;1;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;11;13;0;1;0;7;9;7;4;0;0;11;1;1;1;18;1;0;0;0;0;100;3
3304904;São Gonçalo;2016;5;2016m05;Grande Niterói;23;0;4;27;8;35;6;272;9;12;189;776;134;75;985;367;44;58;5;0;0;0;3;0;122;1584;141;97;17;40;3;271;569;0;4;0;120;103;19;77;9;218;164;74;44;0;241;25;4;1;0;0;3825;3
3305000;São João da Barra;2016;5;2016m05;Interior;1;0;0;1;0;1;0;16;3;0;5;1;1;0;2;1;0;2;1;0;0;0;0;0;0;6;3;0;3;0;1;24;31;0;0;0;5;5;4;1;0;2;2;0;0;0;16;0;0;0;0;0;109;3
3305109;São João de Meriti;2016;5;2016m05;Baixada Fluminense;11;0;2;13;6;19;8;143;14;4;63;311;80;67;458;207;77;19;2;0;0;0;4;0;47;815;38;48;9;15;0;94;203;0;2;0;73;27;2;26;1;123;84;23;27;0;116;21;0;0;0;0;1853;3
3305133;São José de Ubá;2016;5;2016m05;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2016;5;2016m05;Interior;0;0;0;0;0;0;0;13;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;3;3;0;0;0;0;0;0;0;10;0;0;0;0;0;43;3
3305208;São Pedro da Aldeia;2016;5;2016m05;Interior;5;0;0;5;0;5;2;21;2;1;17;8;1;0;9;5;1;0;1;0;0;0;1;0;5;22;9;6;1;4;1;48;69;0;1;0;9;19;14;4;1;4;14;2;5;0;17;1;0;0;0;0;242;3
